conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
2038878644899291392.00000000000000000000,Tue Mar 31 07:18:44 +0000 2026,5,Ke bsd bisa by TJ gak sih?,2038878644899291392.00000000000000000000,,,in,,0,10,0,https://x.com/undefined/status/2038878644899291326,1548561160621789184.00000000000000000000,
2038947909220343808.00000000000000000000,Tue Mar 31 11:53:58 +0000 2026,150,sehat sehat pejuang gelap pagi ke gelap malam mau tepuk tepuk diri sendiri karna udah 1. berangkat naik mobil jam 5:20 drop mobil di kantor 2. lanjut tj turun di paling ujung 3. dari tj naik mikrotrans total pp kurleb 7 jam ️️ besok masih ngantor naik krl seperti biasa https://t.co/LTwvtE8k6N,2038947909220343808.00000000000000000000,https://pbs.twimg.com/media/HEvMT2-a0AAuhpo.jpg,,in,,0,8,4,https://x.com/undefined/status/2038947909220343888,1086092455554863104.00000000000000000000,
2038952686335533312.00000000000000000000,Tue Mar 31 12:12:56 +0000 2026,2,sekian lama naik tj kyknya baru tadi liat org #mytype bgt wow n this time i think it wasn t just the glasses‍️ 13 turunnya di csw jam 10am,2038952686335533312.00000000000000000000,,,in,,0,0,0,https://x.com/undefined/status/2038952686335533194,1560274769802829824.00000000000000000000,
2038900114773975552.00000000000000000000,Tue Mar 31 08:44:02 +0000 2026,0,Ini mah ajimumpung banget anjir kemana mana make gojek padahal bisa make trasum TMII - tebet eco park bisa naik busway 7D cuma 3500 ya,2038900114773975552.00000000000000000000,,,in,,0,0,0,https://x.com/undefined/status/2038900114773975531,1267593414381432832.00000000000000000000,
2038940374929195264.00000000000000000000,Tue Mar 31 11:24:01 +0000 2026,0,please baca anjir. meskipun gue tj side tapi gue juga nangis anjir pas adegan jo ditinggal ian. cuma ya gak gitu. dan satu lagi past life yang dimaksud di description wetsand itu bukan orangnya tapi situasinya which is the mafia life. please kasian anjir authornya disudutin,2038940374929195264.00000000000000000000,,,in,,0,0,0,https://x.com/undefined/status/2038940374929195202,938409475911774208.00000000000000000000,
2039129033938702592.00000000000000000000,Tue Mar 31 23:53:41 +0000 2026,1,Update BBM. Tidak ada kenaikan di harga Pertalite Stok ron 92 SPBU BP habis sisa ron 95. Mari naik angkutan umum #Transjakarta #D11 https://t.co/1W2kUdBSgd,2039129033938702592.00000000000000000000,https://pbs.twimg.com/media/HExxCkebwAA_Qnz.jpg,,in,,0,0,0,https://x.com/undefined/status/2039129033938702622,187667135,
2038978684691103744.00000000000000000000,Tue Mar 31 13:56:15 +0000 2026,0,Min @PT_Transjakarta kok tj di kejagung arah ke blok m bnyak tapi yg dari blok m gaada satupun?? Udah nunggu sejam lebih,2038978684691103744.00000000000000000000,,,in,,0,1,0,https://x.com/undefined/status/2038978684691103821,955571383,
2045054178242994432.00000000000000000000,Fri Apr 17 08:18:06 +0000 2026,7,gapunya emoney/brizzi/ecash jadi alasan orang ga naik transportasi umum presentasenya terbesar ke-2 https://t.co/5DQL81DZq6,2045054178242994432.00000000000000000000,https://pbs.twimg.com/media/HGF97ysbYAA69-i.jpg,,in,,0,4,0,https://x.com/undefined/status/2045054178242994450,1717188745227862016.0000000000000000000,
2038908199064276992.0000000000000000000,Tue Mar 31 09:16:10 +0000 2026,5,memeg tj tumben kok lama bgt ngentot klo naik mrt ini gua udh sampe,2038908199064276992.0000000000000000000,,,in,,0,0,0,https://x.com/undefined/status/2038908199064277050,1871810156981579776.00000000000000000000,
2038943440218800128.00000000000000000000,Tue Mar 31 11:36:12 +0000 2026,0,Kesempatan banget naik Ojek sana sini soalnya pake uang event. Padahal klo Panitia gk mau Rugi naik TJ cuma 3 5k naik kereta cuma 3k. Panitia klo Gak punya duit ya jangan Jajan klo mau jajan ya pake duit sendiri dong KISMIN BANGET Ups .,2038943440218800128.00000000000000000000,,,in,,0,1,0,https://x.com/undefined/status/2038943440218800223,1371246529097297920.00000000000000000000,
2038939900851171328.00000000000000000000,Tue Mar 31 11:22:08 +0000 2026,0,sering bgt kelewatan halte sampe ke halte ujung karna gampang bgt tdur di tj bahkan musik berisik skz tidak bisa mengalahkan gw yg tukang tdur di tj (even berdiri ttep tidur),2038939900851171328.00000000000000000000,,,in,,0,0,0,https://x.com/undefined/status/2038939900851171340,2006760099830968320.00000000000000000000,
2039124106545975296.00000000000000000000,Tue Mar 31 23:34:06 +0000 2026,0,woi banyakin 7F dong @PT_Transjakarta udah nunggu hampir setengah jam di cempaka putih ga dateng2 heran,2039124106545975296.00000000000000000000,,,in,,0,1,0,https://x.com/undefined/status/2039124106545975335,1625395213702430720.00000000000000000000,
2044993624438714624.00000000000000000000,Fri Apr 17 07:03:34 +0000 2026,1,@journalin @DKIJakarta Banyak premannya di JIS. Kalo GBK seenggaknya masih banyak satpam. Udh gitu transportasinya lebih aman mau pulang malem juga karena masih terang. Ada akses ke MRT TJ dan KRL. Sesek juga kalo di JIS tuh krn pemukiman padat penduduk. Pasti stuck berjam2 tuh buat keluar dr JIS.,2045035423324594432.00000000000000000000,,journalin,in,,0,1,0,https://x.com/undefined/status/2045035423324594439,1069991112,
2038812262602064128.00000000000000000000,Tue Mar 31 02:54:57 +0000 2026,0,.@PT_Transjakarta halo min kalo mau lapor kehilangan barang (kemungkinan) di TJ bisa kemana ya?,2038812262602064128.00000000000000000000,,,in,,0,1,0,https://x.com/undefined/status/2038812262602064007,1391092520419921920.00000000000000000000,
2038934663969075456.00000000000000000000,Tue Mar 31 11:01:20 +0000 2026,0,Lailahailallah jadi geprek. (Naik TJ),2038934663969075456.00000000000000000000,,,in,,0,6,0,https://x.com/undefined/status/2038934663969075418,2508616250,
2038901269382009088.00000000000000000000,Tue Mar 31 08:48:38 +0000 2026,0,ikut nimbrung because i see my home gua tau Makassar yg di maksud tuh Jaktim TAPI NAIK TJ ANJG TJ DARI JATIASIH ADA TJ 3.500 NAIK 9 TURUN DI MAKASSAR LANGSUNG ANJG WKWKWK naek gojek anjg ,2038901269382009088.00000000000000000000,,,in,,0,2,0,https://x.com/undefined/status/2038901269382008989,2009850764618018816.00000000000000000000,
2038997920410988800.00000000000000000000,Tue Mar 31 15:50:22 +0000 2026,0,Untuk kartu jaklingko yg kaya gini bisa dibeli di vending machine di halte TJ cuma sering goib. Kalo mau gampang mah beli online aja sekalian custom gambar https://t.co/oesMmZVKwL https://t.co/XtVovtAVYV,2039007402385953024.0000000000000000000,https://pbs.twimg.com/media/HEwCbLIbgAAIoaA.jpg,aijanuart,in,,0,0,0,https://x.com/undefined/status/2039007402385953002,68606413,
2044983451267604480.00000000000000000000,Fri Apr 17 03:37:03 +0000 2026,103,Bayangin aja sejak TJ tayang ketoprak mie sampe mobil yg mewah yg dipake Sena itu ikutan viral juga #TerikatJanji,2044983451267604480.00000000000000000000,,,in,,0,4,6,https://x.com/undefined/status/2044983451267604586,1505235474272894976.0000000000000000000,
2045017685323550976.0000000000000000000,Fri Apr 17 05:53:05 +0000 2026,3,Logo transjakarta,2045017685323550976.0000000000000000000,,,pl,,0,0,0,https://x.com/undefined/status/2045017685323550957,1136954697523220480.00000000000000000000,
2044944840656552448.00000000000000000000,Fri Apr 17 01:03:37 +0000 2026,36,Kmrn malam gak bisa nonton TJ pagi ini pun blm bisa nonton.. Aku yg tinggal nonton tiap hari kaya ribet nyari selah waktunya apalagi yg shooting tiap hari ya https://t.co/9Xe1h8UbBL,2044944840656552448.00000000000000000000,https://pbs.twimg.com/media/HGEafrVaYAA4lIP.jpg,,in,,0,0,1,https://x.com/undefined/status/2044944840656552425,546044486,
2039000808289927424.00000000000000000000,Tue Mar 31 15:24:10 +0000 2026,0,katanya mau ada next event sini Abang ajarin naik TJ 3.500 walaupun event ga di Tebet lagi gpp ak bantu jelasin kl ga paham DM aja dek Jatiasih &gt; Tebet ECO park (naik B41 dari Jatiasih kan? naik di komsen &gt; turun di cawang sentral langsung lanjut naik 9/9c/7D) - lanjut,2039000808289927424.00000000000000000000,,,in,,0,2,0,https://x.com/undefined/status/2039000808289927499,2009850764618018816.00000000000000000000,
2045014302894256128.00000000000000000000,Fri Apr 17 05:39:38 +0000 2026,1,Hari ini naik TJ dari karawaci ke Blok M suprisingly tol Jakarta - Merak lancar jaya,2045014302894256128.00000000000000000000,,,in,,0,1,0,https://x.com/undefined/status/2045014302894256212,1481898716621852672.00000000000000000000
